Sat_type,YMD,Start_time,End_time,id,Degree,Coeff,null
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1238092_e1239319_b21383_c20220103132437228814_oeac_ops.h5,20220103,t1238092,e1239319,b21383_c20220103132437228814,3,0; 0; 0;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1117300_e1118527_b21368_c20220102120611543737_oeac_ops.h5,20220102,t1117300,e1118527,b21368_c20220102120611543737,3,0; 0; 0;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1238092_e1239319_b21383_c20220103132437228814_oeac_ops.h5,20220103,t1238092,e1239319,b21383_c20220103132437228814,3,0; 0; 0;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1116042_e1117287_b21368_c20220102120610323500_oeac_ops.h5,20220102,t1116042,e1117287,b21368_c20220102120610323500,3,7.7838e-09; -7.9809e-05; 0.14733;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1116042_e1117287_b21368_c20220102120610323500_oeac_ops.h5,20220102,t1116042,e1117287,b21368_c20220102120610323500,3,7.7838e-09; -7.9809e-05; 0.14733;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1116042_e1117287_b21368_c20220102120610323500_oeac_ops.h5,20220102,t1116042,e1117287,b21368_c20220102120610323500,3,7.7838e-09; -7.9809e-05; 0.14733;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1116042_e1117287_b21368_c20220102120610323500_oeac_ops.h5,20220102,t1116042,e1117287,b21368_c20220102120610323500,3,7.7838e-09; -7.9809e-05; 0.14733;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_npp_d20220101_t1227373_e1229015_b52751_c20220101135919815350_oeac_ops.h5,20220101,t1227373,e1229015,b52751_c20220101135919815350,3,4.8062e-08; -0.00021814; 0.30308;,0
SVDNB_npp_d20220101_t1229027_e1230269_b52751_c20220101135930247739_oeac_ops.h5,20220101,t1229027,e1230269,b52751_c20220101135930247739,3,5.8685e-08; -0.0002357; 0.30977;,0
SVDNB_npp_d20220102_t1208417_e1210059_b52765_c20220102133735333026_oeac_ops.h5,20220102,t1208417,e1210059,b52765_c20220102133735333026,3,5.594e-08; -0.00023469; 0.30619;,0
SVDNB_npp_d20220102_t1210071_e1211313_b52765_c20220102133738574499_oeac_ops.h5,20220102,t1210071,e1211313,b52765_c20220102133738574499,3,6.3429e-08; -0.0002482; 0.31435;,0
SVDNB_npp_d20220103_t1149461_e1151103_b52779_c20220103131859786079_oeac_ops.h5,20220103,t1149461,e1151103,b52779_c20220103131859786079,3,8.082e-08; -0.00027091; 0.32371;,0
SVDNB_npp_d20220103_t1151115_e1152357_b52779_c20220103131905249495_oeac_ops.h5,20220103,t1151115,e1152357,b52779_c20220103131905249495,3,5.6771e-08; -0.00023519; 0.30811;,0
SVDNB_j01_d20220130_t1233389_e1235035_b21766_c20220130132012193886_oecc_ops.h5,20220130,t1233389,e1235035,b21766_c20220130132012193886,3,5.3424e-08; -0.00014314; 0.18226;,0
SVDNB_j01_d20220130_t1411475_e1413121_b21767_c20220130150056413695_oecc_ops.h5,20220130,t1411475,e1413121,b21767_c20220130150056413695,3,4.6634e-08; -0.00014015; 0.18271;,0
SVDNB_j01_d20220131_t1214438_e1216066_b21780_c20220131125004988465_oecc_ops.h5,20220131,t1214438,e1216066,b21780_c20220131125004988465,3,0; 0; 0;,0
SVDNB_j01_d20220131_t1352524_e1354170_b21781_c20220131143939382775_oecc_ops.h5,20220131,t1352524,e1354170,b21781_c20220131143939382775,3,5.6427e-08; -0.0001492; 0.17731;,0
SVDNB_j01_d20220201_t1154230_e1155475_b21794_c20220201124216268100_oecc_ops.h5,20220201,t1154230,e1155475,b21794_c20220201124216268100,3,5.0343e-08; -0.00014159; 0.16999;,0
SVDNB_j01_d20220201_t1155487_e1157115_b21794_c20220201124241936753_oecc_ops.h5,20220201,t1155487,e1157115,b21794_c20220201124241936753,3,0; 0; 0;,0
SVDNB_j01_d20220130_t1233389_e1235035_b21766_c20220130132012193886_oecc_ops.h5,20220130,t1233389,e1235035,b21766_c20220130132012193886,3,5.3424e-08; -0.00014314; 0.18226;,0
SVDNB_j01_d20220130_t1411475_e1413121_b21767_c20220130150056413695_oecc_ops.h5,20220130,t1411475,e1413121,b21767_c20220130150056413695,3,4.6634e-08; -0.00014015; 0.18271;,0
SVDNB_j01_d20220131_t1213181_e1214426_b21780_c20220131124928108109_oecc_ops.h5,20220131,t1213181,e1214426,b21780_c20220131124928108109,3,3.3751e-08; -0.00012011; 0.16702;,0
SVDNB_j01_d20220131_t1352524_e1354170_b21781_c20220131143939382775_oecc_ops.h5,20220131,t1352524,e1354170,b21781_c20220131143939382775,3,5.6427e-08; -0.0001492; 0.17731;,0
SVDNB_j01_d20220201_t1154230_e1155475_b21794_c20220201124216268100_oecc_ops.h5,20220201,t1154230,e1155475,b21794_c20220201124216268100,3,5.0343e-08; -0.00014159; 0.16999;,0
SVDNB_j01_d20220201_t1333573_e1335218_b21795_c20220201142258312243_oecc_ops.h5,20220201,t1333573,e1335218,b21795_c20220201142258312243,3,5.5514e-08; -0.00013151; 0.17102;,0
SVDNB_j01_d20220130_t1233389_e1235035_b21766_c20220130132012193886_oecc_ops.h5,20220130,t1233389,e1235035,b21766_c20220130132012193886,3,5.3424e-08; -0.00014314; 0.18226;,0
SVDNB_j01_d20220130_t1411475_e1413121_b21767_c20220130150056413695_oecc_ops.h5,20220130,t1411475,e1413121,b21767_c20220130150056413695,3,4.6634e-08; -0.00014015; 0.18271;,0
SVDNB_j01_d20220131_t1213181_e1214426_b21780_c20220131124928108109_oecc_ops.h5,20220131,t1213181,e1214426,b21780_c20220131124928108109,3,3.3751e-08; -0.00012011; 0.16702;,0
SVDNB_j01_d20220131_t1352524_e1354170_b21781_c20220131143939382775_oecc_ops.h5,20220131,t1352524,e1354170,b21781_c20220131143939382775,3,5.6427e-08; -0.0001492; 0.17731;,0
SVDNB_j01_d20220201_t1154230_e1155475_b21794_c20220201124216268100_oecc_ops.h5,20220201,t1154230,e1155475,b21794_c20220201124216268100,3,5.0343e-08; -0.00014159; 0.16999;,0
SVDNB_j01_d20220201_t1333573_e1335218_b21795_c20220201142258312243_oecc_ops.h5,20220201,t1333573,e1335218,b21795_c20220201142258312243,3,5.5514e-08; -0.00013151; 0.17102;,0
SVDNB_j01_d20220130_t1233389_e1235035_b21766_c20220130132012193886_oecc_ops.h5,20220130,t1233389,e1235035,b21766_c20220130132012193886,3,5.3424e-08; -0.00014314; 0.18226;,0
SVDNB_j01_d20220130_t1411475_e1413121_b21767_c20220130150056413695_oecc_ops.h5,20220130,t1411475,e1413121,b21767_c20220130150056413695,3,4.6634e-08; -0.00014015; 0.18271;,0
SVDNB_j01_d20220131_t1213181_e1214426_b21780_c20220131124928108109_oecc_ops.h5,20220131,t1213181,e1214426,b21780_c20220131124928108109,3,3.3751e-08; -0.00012011; 0.16702;,0
SVDNB_j01_d20220131_t1352524_e1354170_b21781_c20220131143939382775_oecc_ops.h5,20220131,t1352524,e1354170,b21781_c20220131143939382775,3,5.6427e-08; -0.0001492; 0.17731;,0
SVDNB_j01_d20220201_t1154230_e1155475_b21794_c20220201124216268100_oecc_ops.h5,20220201,t1154230,e1155475,b21794_c20220201124216268100,3,5.0343e-08; -0.00014159; 0.16999;,0
SVDNB_j01_d20220201_t1333573_e1335218_b21795_c20220201142258312243_oecc_ops.h5,20220201,t1333573,e1335218,b21795_c20220201142258312243,3,5.5514e-08; -0.00013151; 0.17102;,0
SVDNB_j01_d20220130_t1233389_e1235035_b21766_c20220130132012193886_oecc_ops.h5,20220130,t1233389,e1235035,b21766_c20220130132012193886,3,5.3424e-08; -0.00014314; 0.18226;,0
SVDNB_j01_d20220130_t1411475_e1413121_b21767_c20220130150056413695_oecc_ops.h5,20220130,t1411475,e1413121,b21767_c20220130150056413695,3,4.6634e-08; -0.00014015; 0.18271;,0
SVDNB_j01_d20220131_t1213181_e1214426_b21780_c20220131124928108109_oecc_ops.h5,20220131,t1213181,e1214426,b21780_c20220131124928108109,3,3.3751e-08; -0.00012011; 0.16702;,0
SVDNB_j01_d20220131_t1352524_e1354170_b21781_c20220131143939382775_oecc_ops.h5,20220131,t1352524,e1354170,b21781_c20220131143939382775,3,5.6427e-08; -0.0001492; 0.17731;,0
SVDNB_j01_d20220201_t1154230_e1155475_b21794_c20220201124216268100_oecc_ops.h5,20220201,t1154230,e1155475,b21794_c20220201124216268100,3,5.0343e-08; -0.00014159; 0.16999;,0
SVDNB_j01_d20220201_t1333573_e1335218_b21795_c20220201142258312243_oecc_ops.h5,20220201,t1333573,e1335218,b21795_c20220201142258312243,3,5.5514e-08; -0.00013151; 0.17102;,0
SVDNB_npp_d20220101_t1227373_e1229015_b52751_c20220101135919815350_oeac_ops.h5,20220101,t1227373,e1229015,b52751_c20220101135919815350,3,4.8062e-08; -0.00021814; 0.30308;,0
SVDNB_npp_d20220101_t1229027_e1230269_b52751_c20220101135930247739_oeac_ops.h5,20220101,t1229027,e1230269,b52751_c20220101135930247739,3,5.8685e-08; -0.0002357; 0.30977;,0
SVDNB_npp_d20220102_t1208417_e1210059_b52765_c20220102133735333026_oeac_ops.h5,20220102,t1208417,e1210059,b52765_c20220102133735333026,3,5.594e-08; -0.00023469; 0.30619;,0
SVDNB_npp_d20220102_t1210071_e1211313_b52765_c20220102133738574499_oeac_ops.h5,20220102,t1210071,e1211313,b52765_c20220102133738574499,3,6.3429e-08; -0.0002482; 0.31435;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220101_t1136251_e1137496_b21354_c20220101122349316554_oeac_ops.h5,20220101,t1136251,e1137496,b21354_c20220101122349316554,3,6.2946e-08; -0.00018373; 0.19949;,0
SVDNB_j01_d20220101_t1315594_e1317239_b21355_c20220101140502951468_oeac_ops.h5,20220101,t1315594,e1317239,b21355_c20220101140502951468,3,5.3644e-08; -0.00013819; 0.16219;,0
SVDNB_j01_d20220102_t1116042_e1117287_b21368_c20220102120610323500_oeac_ops.h5,20220102,t1116042,e1117287,b21368_c20220102120610323500,3,7.7838e-09; -7.9809e-05; 0.14733;,0
SVDNB_j01_d20220102_t1257043_e1258288_b21369_c20220102134718014180_oeac_ops.h5,20220102,t1257043,e1258288,b21369_c20220102134718014180,3,5.5489e-08; -0.00014796; 0.16747;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220103_t1239332_e1240577_b21383_c20220103133420759046_oeac_ops.h5,20220103,t1239332,e1240577,b21383_c20220103133420759046,3,3.4641e-08; -0.00011583; 0.16452;,0
SVDNB_j01_d20220130_t1233389_e1235035_b21766_c20220130132012193886_oecc_ops.h5,20220130,t1233389,e1235035,b21766_c20220130132012193886,3,5.3424e-08; -0.00014314; 0.18226;,0
SVDNB_j01_d20220130_t1411475_e1413121_b21767_c20220130150056413695_oecc_ops.h5,20220130,t1411475,e1413121,b21767_c20220130150056413695,3,4.6634e-08; -0.00014015; 0.18271;,0
SVDNB_j01_d20220131_t1213181_e1214426_b21780_c20220131124928108109_oecc_ops.h5,20220131,t1213181,e1214426,b21780_c20220131124928108109,3,3.3751e-08; -0.00012011; 0.16702;,0
SVDNB_j01_d20220131_t1352524_e1354170_b21781_c20220131143939382775_oecc_ops.h5,20220131,t1352524,e1354170,b21781_c20220131143939382775,3,5.6427e-08; -0.0001492; 0.17731;,0
SVDNB_j01_d20220201_t1154230_e1155475_b21794_c20220201124216268100_oecc_ops.h5,20220201,t1154230,e1155475,b21794_c20220201124216268100,3,5.0343e-08; -0.00014159; 0.16999;,0
SVDNB_j01_d20220201_t1333573_e1335218_b21795_c20220201142258312243_oecc_ops.h5,20220201,t1333573,e1335218,b21795_c20220201142258312243,3,5.5514e-08; -0.00013151; 0.17102;,0
SVDNB_npp_d20220708_t1028229_e1029471_b55417_c20220708114853669027_oeac_ops.h5,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,5.7201e-08; -0.00022496; 0.30321;,0
SVDNB_npp_d20220708_t1200507_e1202149_b55418_c20220708132945470556_oeac_ops.h5,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,8.1306e-08; -0.0003007; 0.39371;,0
SVDNB_npp_d20220708_t1202161_e1203403_b55418_c20220708132944470399_oeac_ops.h5,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,7.2614e-08; -0.00029513; 0.42635;,0
SVDNB_npp_d20220709_t1141551_e1143192_b55432_c20220709131048643861_oeac_ops.h5,20220709,t1141551,e1143192,b55432_c20220709131048643861,3,6.5924e-08; -0.00027998; 0.38515;,0
SVDNB_npp_d20220709_t1143205_e1144446_b55432_c20220709131049643035_oeac_ops.h5,20220709,t1143205,e1144446,b55432_c20220709131049643035,3,1.5436e-08; -0.00019684; 0.3846;,0
SVDNB_npp_d20220709_t1322552_e1324194_b55433_c20220709145128719736_oeac_ops.h5,20220709,t1322552,e1324194,b55433_c20220709145128719736,3,8.1751e-08; -0.0002946; 0.39372;,0
SVDNB_npp_d20220708_t1028229_e1029471_b55417_c20220708114853669027_oeac_ops.h5,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,5.7201e-08; -0.00022496; 0.30321;,0
SVDNB_npp_d20220708_t1200507_e1202149_b55418_c20220708132945470556_oeac_ops.h5,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,8.1306e-08; -0.0003007; 0.39371;,0
SVDNB_npp_d20220708_t1202161_e1203403_b55418_c20220708132944470399_oeac_ops.h5,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,7.2614e-08; -0.00029513; 0.42635;,0
SVDNB_npp_d20220709_t1141551_e1143192_b55432_c20220709131048643861_oeac_ops.h5,20220709,t1141551,e1143192,b55432_c20220709131048643861,3,6.5924e-08; -0.00027998; 0.38515;,0
SVDNB_npp_d20220709_t1143205_e1144446_b55432_c20220709131049643035_oeac_ops.h5,20220709,t1143205,e1144446,b55432_c20220709131049643035,3,1.5436e-08; -0.00019684; 0.3846;,0
SVDNB_npp_d20220709_t1322552_e1324194_b55433_c20220709145128719736_oeac_ops.h5,20220709,t1322552,e1324194,b55433_c20220709145128719736,3,8.1751e-08; -0.0002946; 0.39372;,0
SVDNB_npp_d20220708_t1028229_e1029471_b55417_c20220708114853669027_oeac_ops.h5,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,5.2526e-08; -0.00021787; 0.30049;,0
SVDNB_npp_d20220708_t1200507_e1202149_b55418_c20220708132945470556_oeac_ops.h5,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,8.1264e-08; -0.00030094; 0.39401;,0
SVDNB_npp_d20220708_t1202161_e1203403_b55418_c20220708132944470399_oeac_ops.h5,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,7.239e-08; -0.00029475; 0.42617;,0
SVDNB_npp_d20220709_t1141551_e1143192_b55432_c20220709131048643861_oeac_ops.h5,20220709,t1141551,e1143192,b55432_c20220709131048643861,3,6.6862e-08; -0.0002819; 0.38631;,0
SVDNB_npp_d20220709_t1143205_e1144446_b55432_c20220709131049643035_oeac_ops.h5,20220709,t1143205,e1144446,b55432_c20220709131049643035,3,1.9636e-08; -0.00020514; 0.38951;,0
SVDNB_npp_d20220709_t1322552_e1324194_b55433_c20220709145128719736_oeac_ops.h5,20220709,t1322552,e1324194,b55433_c20220709145128719736,3,8.1159e-08; -0.00029393; 0.39357;,0
SVDNB_npp_d20220708_t1028229_e1029471_b55417_c20220708114853669027_oeac_ops.h5,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,5.2526e-08; -0.00021787; 0.30049;,0
SVDNB_npp_d20220708_t1200507_e1202149_b55418_c20220708132945470556_oeac_ops.h5,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,8.1264e-08; -0.00030094; 0.39401;,0
SVDNB_npp_d20220708_t1202161_e1203403_b55418_c20220708132944470399_oeac_ops.h5,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,7.239e-08; -0.00029475; 0.42617;,0
SVDNB_npp_d20220709_t1141551_e1143192_b55432_c20220709131048643861_oeac_ops.h5,20220709,t1141551,e1143192,b55432_c20220709131048643861,3,6.6862e-08; -0.0002819; 0.38631;,0
SVDNB_npp_d20220709_t1143205_e1144446_b55432_c20220709131049643035_oeac_ops.h5,20220709,t1143205,e1144446,b55432_c20220709131049643035,3,1.9636e-08; -0.00020514; 0.38951;,0
SVDNB_npp_d20220709_t1322552_e1324194_b55433_c20220709145128719736_oeac_ops.h5,20220709,t1322552,e1324194,b55433_c20220709145128719736,3,8.1159e-08; -0.00029393; 0.39357;,0
SVDNB_npp_d20220709_t1324207_e1325448_b55433_c20220709145126882189_oeac_ops.h5,20220709,t1324207,e1325448,b55433_c20220709145126882189,3,7.3676e-08; -0.0003155; 0.45014;,0
SVDNB_npp_d20220710_t1122594_e1124236_b55446_c20220710125205062517_oeac_ops.h5,20220710,t1122594,e1124236,b55446_c20220710125205062517,3,4.8385e-08; -0.00024304; 0.37017;,0
SVDNB_npp_d20220710_t1124248_e1125490_b55446_c20220710125201297456_oeac_ops.h5,20220710,t1124248,e1125490,b55446_c20220710125201297456,3,1.3385e-07; -0.00052287; 0.67258;,0
SVDNB_npp_d20220710_t1303596_e1305238_b55447_c20220710143214973299_oeac_ops.h5,20220710,t1303596,e1305238,b55447_c20220710143214973299,3,8.6979e-08; -0.00030127; 0.38927;,0
SVDNB_npp_d20220710_t1305250_e1306492_b55447_c20220710143211397323_oeac_ops.h5,20220710,t1305250,e1306492,b55447_c20220710143211397323,3,4.3426e-08; -0.00027512; 0.45653;,0
SVDNB_npp_d20220711_t1105292_e1106533_b55460_c20220711123306681207_oeac_ops.h5,20220711,t1105292,e1106533,b55460_c20220711123306681207,3,1.6062e-07; -0.00077654; 1.1617;,0
SVDNB_npp_d20220709_t1324207_e1325448_b55433_c20220709145126882189_oeac_ops.h5,20220709,t1324207,e1325448,b55433_c20220709145126882189,3,7.3676e-08; -0.0003155; 0.45014;,0
SVDNB_npp_d20220710_t1122594_e1124236_b55446_c20220710125205062517_oeac_ops.h5,20220710,t1122594,e1124236,b55446_c20220710125205062517,3,4.8385e-08; -0.00024304; 0.37017;,0
SVDNB_npp_d20220710_t1124248_e1125490_b55446_c20220710125201297456_oeac_ops.h5,20220710,t1124248,e1125490,b55446_c20220710125201297456,3,1.3385e-07; -0.00052287; 0.67258;,0
SVDNB_npp_d20220710_t1303596_e1305238_b55447_c20220710143214973299_oeac_ops.h5,20220710,t1303596,e1305238,b55447_c20220710143214973299,3,8.6979e-08; -0.00030127; 0.38927;,0
SVDNB_npp_d20220710_t1305250_e1306492_b55447_c20220710143211397323_oeac_ops.h5,20220710,t1305250,e1306492,b55447_c20220710143211397323,3,4.3426e-08; -0.00027512; 0.45653;,0
SVDNB_npp_d20220711_t1245040_e1246281_b55461_c20220711141306789332_oeac_ops.h5,20220711,t1245040,e1246281,b55461_c20220711141306789332,3,1.2023e-07; -0.00055376; 0.75131;,0
SVDNB_npp_d20220709_t1324207_e1325448_b55433_c20220709145126882189_oeac_ops.h5,20220709,t1324207,e1325448,b55433_c20220709145126882189,3,7.3114e-08; -0.00031436; 0.44945;,0
SVDNB_npp_d20220710_t1122594_e1124236_b55446_c20220710125205062517_oeac_ops.h5,20220710,t1122594,e1124236,b55446_c20220710125205062517,3,4.7832e-08; -0.00024244; 0.37017;,0
SVDNB_npp_d20220710_t1303596_e1305238_b55447_c20220710143214973299_oeac_ops.h5,20220710,t1303596,e1305238,b55447_c20220710143214973299,3,8.5498e-08; -0.00029991; 0.38943;,0
SVDNB_npp_d20220710_t1305250_e1306492_b55447_c20220710143211397323_oeac_ops.h5,20220710,t1305250,e1306492,b55447_c20220710143211397323,3,3.8537e-08; -0.0002666; 0.45256;,0
SVDNB_npp_d20220711_t1245040_e1246281_b55461_c20220711141306789332_oeac_ops.h5,20220711,t1245040,e1246281,b55461_c20220711141306789332,3,1.1148e-07; -0.00053253; 0.73499;,0
SVDNB_npp_d20220710_t1122594_e1124236_b55446_c20220710125205062517_oeac_ops.h5,20220710,t1122594,e1124236,b55446_c20220710125205062517,3,4.7832e-08; -0.00024244; 0.37017;,0
SVDNB_npp_d20220710_t1303596_e1305238_b55447_c20220710143214973299_oeac_ops.h5,20220710,t1303596,e1305238,b55447_c20220710143214973299,3,8.5498e-08; -0.00029991; 0.38943;,0
